thread_id,id,timestamp,body,subject,author,image_file,image_md5,country_name
62637494,62639182,2018-10-23 18:57:53,">>62637594
Honestly what makes the book so great for me are the parts that give you a glimpse into how the characters are feeling. It really helps give humanity to all of the characters and makes the book a good companion to the movie.",,Anonymous,,,
62637494,62639274,2018-10-23 19:04:35,">>62639064
As a general rule, the Rebellion usually tried to avoid fighting ISDs at all unless absolutely necessary. If they had to kill an ISD, the best route was to hit it while it was alone and swarm it with torpedo craft while Rebel warships drew its fire. Otherwise, it was generally best to just hit the objective the SD was protecting and run away afterward. Once the NR started rolling, conventional naval engagements became easier to handle thanks to greater resources and more shipyards to churn out carriers and tanky MCs.",,Anonymous,,,
62637494,62639278,2018-10-23 19:05:15,">>62639124
>So, I'm going to be running a game with a mix of EotE and FaD classes. Which GM screen should I get? Does it matter? Should I determine based on what the majority classes are?

I wouldn't bother buying one. There are a number of compiled cheat-sheets floating around the web. 

https://thealexandrian.net/wordpress/37660/roleplaying-games/star-wars-force-and-destiny-system-cheat-sheet

If you do want to buy one, you could go with EoE then supplement with the FaD cheatsheet I linked.",,Anonymous,,,
62637494,62639307,2018-10-23 19:07:37,">>62639048
Where's that from?",,Anonymous,,,
62637494,62639380,2018-10-23 19:13:43,">>62639274
>>62639064
Also, fireships. Take a ship you don't have the men to fill all the battlestations of, fill it with explosives and a skeleton crew, and have the skeleton crew set a course for what you want gone then bail.",,Anonymous,,,
62637494,62639426,2018-10-23 19:17:28,">>62639064
The SSDs they avoided and whittled down the supply chains for until they'd captured some of their own, but mostly they let the warlords kill or cripple each other's SSDs and mopped up the wreckage",,Anonymous,,,
62637494,62639556,2018-10-23 19:26:43,">>62639307
Mel Miniatures, third party modeller for the FFG wargames.",,Anonymous,,,
62637494,62639601,2018-10-23 19:28:39,">>62639274
I am an idiot and missed the ""Super"" in that post. The Rebellion didn't try to start fights with SSDs at all until Endor. It was always better to avoid SSDs entirely. It wasn't until they became the New Republic that SSD-sized hulls became viable targets. Most of the time, the NR was content to let the warlords bash their SSDs against one another except for Lusankya, Iron Fist, and Razor's Kiss. Lusankya was isolated, worn down by mass torpedo strikes and a turncoat ISD, then ultimately forced into surrender after NR reinforcements jumped in to save the Rogues. Iron Fist was countered by a joint NR-IR operation involving over a hundred starfighters, multiple MCs and ISDs, and a whole lot of smaller escorts. Razor's Kiss was not combat-ready and died via self-destruct after Wraith Squadron sabotage.",,Anonymous,,,
62637494,62639654,2018-10-23 19:31:54,">>62639182
IMO it goes way too far. The constant 
>this is how it feels... forever
crap is just too much.",,Anonymous,,,
62637494,62639659,2018-10-23 19:32:01,">>62639122
Those are Ralph McQuarrie concepts for the MC80, and they got turned into the MC85 Raddus

>>62639048
>>62638656
>tfw no starhawk battleship still",,Anonymous,RaddusOverDqar_008.png,0gfRVAnzH5/dhorAnWdE9A==,
62637494,62639668,2018-10-23 19:32:19,">>62638656
I'd like it better if it had the T-65's engines and s-foils since they look quite a bit chunkier and would go better with this one than the sleeker engines of the T-70.",,Anonymous,,,
62637494,62639819,2018-10-23 19:42:21,">>62639659
Normally, I don't like the ""MuhQuarrie"" fixation that Disney's Star Wars seems to have, but I really appreciate this application.

Hell, I like it more than most other Mon Cal designs.",,Anonymous,,,
62637494,62640001,2018-10-23 19:52:16,">>62639819
That's because those ships are different enough to the ones we got that they can be repurposed as entierely new ships, but using the old concept art that never made it as more advanced variants of existing ships just rubs me the wrong way.",,Anonymous,,,
62637494,62640048,2018-10-23 19:55:09,"Listen up fags, this is how you EoTE
DROID 4/4/1/1/1/1
Bounty Hunter - Gadgeteer
Get yourself a heavy blaster rifle, and when you can get it, laminant armor
Dump your XP into heavy guns and the skills toughened, jury rigging, armor master, and deadly accuracy. Take dedicated to bump Agility up to 5. Once you have cash money, buy cortosis weave for your armor. Use jury rigging to further increase your already absurd soak. 
Congrats, you are now havelyn, and your GM will hate you",,Anonymous,,,
62637494,62640122,2018-10-23 19:59:22,"Has anyone played EotE either solo or co-op using Mythic GM Emulator? Looking to do this with a friend soon, and while we have experience with duet GM-less RPGs we have no experience with EotE or Genesys.

Right off the bat it looks like destiny points are going to be a bit of a problem with no GM, but is there anything else in particular I should watch out for?",,Anonymous,,,
62637494,62640299,2018-10-23 20:11:52,Can someone make an edit of Obi Wan saything 'now that's a name I haven't heard in a long time' but he's holding a can of Monster Energy Ultra?,,Anonymous,,,
62637494,62640456,2018-10-23 20:22:19,">>62639278
Thanks, the cheat sheet *is* probably better.",,Anonymous,,,
62637494,62640478,2018-10-23 20:23:59,">>62640048
And you are going to get ionized into the next millenium. Murder machines are for lameos.",,Anonymous,,,
62637494,62640481,2018-10-23 20:24:01,>tfw you will never wear diapers in public with your buddies from SAGroup to trigger the Rebs,,Anonymous,,,
62637494,62640550,2018-10-23 20:28:48,">>62640456
>Thanks, the cheat sheet *is* probably better.

De nada. If you haven't seen my previous exhortations to try it, also check out: Android Star Wars Dice Roller (free, picture)",,Anonymous,Screenshot from 2018-10-23 15:26:43.png,IigCMdYi2Tjd+pOnpdd3pA==,
62637494,62640877,2018-10-23 20:51:48,What address do I send the anthrax to if the Sith Shrine arc isn't one of the new arcs?,,Anonymous,Coruscant_Sith_temple_concept_art.png,LUU5+MgTiiSZlK+gRqsI5g==,
62637494,62640969,2018-10-23 20:58:07,">>62640048

Have fun when someone sticks a restraining bolt to you.",,Anonymous,,,
62637494,62641097,2018-10-23 21:07:07,">>62640877
It's Crystal Crisis, Bad Batch and Siege of Mandalore.",,Anonymous,,,
62637494,62641163,2018-10-23 21:10:45,">>62641097
CC is not confirmed.",,Anonymous,,,
62637494,62641178,2018-10-23 21:11:30,"Given your extensive Legends knowledge, disney has approached you to save their next flop. How would you do it, /swg/?",,Anonymous,1539778380672.jpg,ggBxR6dUgrJZHN63iurjwg==,
62637494,62641288,2018-10-23 21:16:51,">>62640969
>Have fun when someone sticks a restraining bolt to you.

I was wishing I had a picture of Doctor Aphra with a caption like ""Urge to Reprogram Intensifies""",,Anonymous,,,
62637494,62641292,2018-10-23 21:17:08,">>62641178
Following the collapse of the New Republic, general Crix Madine and what remains of SpecForce make an ardous trek through First Order space to the galaxy's final hope; the Corellian Revolutionary Army lead by political firebrand Garm Bel Iblis. Together, they must stop the First Order's Core Assault Fleet (FOCAF) and save the galaxy.",,Anonymous,spec.png,egRTdfrtanfnhG0+2c3djQ==,
62637494,62641299,2018-10-23 21:17:19,">>62641178
>luke's force ghost comes back
>he wasn't really even a ghost at all
>he wasn't luke either
>luke is snoke",,Anonymous,,,
62637494,62641302,2018-10-23 21:17:34,">>62640550
Best dice roller. The FFG one sucks salty balls.",,Anonymous,,,
62637494,62641386,2018-10-23 21:22:14,">>62641178
Top Gun, but it's about Soontir Fel and the 181st.",,Anonymous,,,
62637494,62641600,2018-10-23 21:34:46,Do Ascetics make the best force wizards? That permanent extra pip at 2 encumbrance is pretty ridiculous.,,Anonymous,,,
62637494,62641610,2018-10-23 21:35:56,">>62640478
Maybe, but also fuck force users",,Anonymous,,,
62637494,62641630,2018-10-23 21:37:14,">>62641178
World Between Worlds shenanigans undoes NuCanon, reverts it all to the EU in the Young/Junior Jedi Knights timeframe. Get a chance to have the new generation come into their own, without a giant war derailing the whole thing.",,Anonymous,,,
62637494,62641639,2018-10-23 21:37:51,">>62641610
>Drops a bridge on you.",,Anonymous,,,
62637494,62641667,2018-10-23 21:39:55,">>62641630
Tbh I hate most of the old post 6 EU almost as much as I hate the Disney canon.",,Anonymous,,,
62637494,62641683,2018-10-23 21:41:10,"In other news....

https://battlefront-forums.ea.com/discussion/121383/community-transmission-general-grievous

 Is that a Core Ship I can see? ",,Anonymous,DqNcYwNW4AEIqXf.jpg,hM8P7Ckr6SsscdnkaQJnYQ==,
62637494,62641769,2018-10-23 21:46:30,">>62641667
>Tbh I hate most of the old post 6 EU almost as much as I hate the Disney canon.

There's a reason FFG set their games around 0 BBY...",,Anonymous,,,
62637494,62641806,2018-10-23 21:48:32,">>62641769
Because they're brainlets who are only now grudgingly starting to begin to concede Star Wars can be more than Rebels Versus Empire?",,Anonymous,,,
62637494,62641853,2018-10-23 21:51:53,">>62641178
>Ep.9
>resistance holding a council of war in a old rebel stronghold
>rebel 1: ""We can't win against a foe this powerful. We are outnumbered (X):1""
>rebel 2: ""Let's face the facts. the First Order has already won. Skywalker was our last hope and now he is gone. Even Admiral Holdo's sacrifice only slowed the down.
>general defeatist murmur noises
>suddenly a new voice breaks through the murmur 
>""Gentlemen, this defeatist talk will get us nowhere. The resistance may be outnumbered and outgunned now, but that is about to change.""
>camera pans to a human man in his mid-60s with the ramrod posture of a military man
>another man steps into the conference room
>the man is in his mid-60s with a well-trimmed mustache and wearing a classic imperial admiral's uniform
>""My name is Gilead Pellaeon of the Imperial Remnant. Commander Dameron told me you are hunting Kylo Ren and his First Order. My battlegroup stands ready to assist General Bel Iblis' fleet in the coming hunt.

The remaining ~2 hours consists of a balls to the wall assault on the almost repaired Supremacy and its escort battle group, ending in a trench run by a impromptu mixed Correllian/Imperial fighter unit led by the resistance survivors in the Falcon all while a strike team led by Rey and Finn sabotages the Supremacy's generator. 
Rey and Kylo Ren have a final showdown in the massive hypermatter generator room. Rey sacrifices herself to drag Kylo Ren into the generator, vaporizing them both..",,Anonymous,,,
62637494,62641875,2018-10-23 21:53:04,">>62641667
Although I do prefer Legends over Disney's canon, I'm also aware about 60% to 70% was pretty dumb, or at least has some good ideas, but poor application.

I just use Legends now to pick and choose what I like and base my TTRPG canon around that. I also pull a bit from Disney, but mainly just ships.",,Anonymous,Pellaeon.jpg,EV5xZGcTPXk0e64B+6FL5Q==,
62637494,62641919,2018-10-23 21:56:03,">>62641178
Legit rogue squadron, with Soontir as the main antagonist. 

Ends with Wedge or his sister's honey potrecruiting him.

Get some sweet top gun action from both sides and a look inside the Imperial military/military story in general (officer incompetence, stretched budgets, rookies leaving fucking charms in my cockpit...). About good people, how they end up working for evil and their lives.

Too morally ambiguous, though, could never actually work in universe.",,Anonymous,,,
62637494,62641918,2018-10-23 21:56:04,">>62641875
>I just use Legends now to pick and choose what I like and base my TTRPG canon around that.
As it should be.",,Anonymous,,,
62637494,62641972,2018-10-23 21:58:52,">>62641639
the virgin jedi
>only effective at close ranges
>relies on illegal tools and actual magic
>can be suffocated, poisoned, drowned, frozen, or starved to death
>forced into hiding by regular dudes with ordinary guns
>constantly challenged by moral conflict
>actions are manipulated by unseen metaphysical entities

The Chad Murderbot
>Deadly at all ranges
>Relies on empire legal high caliber weaponry
>Only vulerable to a specific kind of weapon designed specifically to kill him, immune to virgin hypnotism
>Uncountably numerous and uniquitous throughout the galaxy and openly employed by every faction tthat can afford it
>No sense of morality at all, decisions are 100% goal oriented
>Said goals are deterministic and unwavering, unable to be alterred by anything less than brain surgery",,Anonymous,,,
62637494,62641982,2018-10-23 21:59:08,">>62641178
Worst Order has built a new Space Destructor cannon, as big as an entire solar system, capable of destroying the space-time fabric of the galaxy itself once fired. Hux raves about a new reich while drool flows down his chin as the weapon sucks in one star after another, charging up to fire. Rey uses the force to juggle MonCal cruisers full of Resistance personnel, then directs them to hyper-ram the Space Destructor. Everyone, including the Ghost of Jake, finally acknowledges just how great she always was. The end.

This plot might be awful, but I doubt it is much worse than the actual plot we will get.",,Anonymous,,,
62637494,62642009,2018-10-23 22:01:24,">>62641853
How do you have a war council when thd entire resistance is 12 people",,Anonymous,,,
62637494,62642033,2018-10-23 22:02:39,">>62641972
>No sense of morality at all, decisions are 100% goal oriented

Sounds like my boss.",,Anonymous,,,
62637494,62642050,2018-10-23 22:04:05,">>62641806

Because the largest common ground shared by fans is the OT, and they would rather sell their product than be constantly vilified by one group or another.",,Anonymous,,,
62637494,62642086,2018-10-23 22:06:21,">>62641178
>Kylo finds Sith holocron
>Holocron leads him to korriban
>Finds more Sith holocrons/is taught by the ghosts of ancient sith
>Takes steps on the path to becoming an actual sith
>???
>Good guys win",,Anonymous,Vibrosword.jpg,6A8tlLHnEoNRwDfXgJvJYg==,
62637494,62642095,2018-10-23 22:06:47,">>62642050
Rise of the Seperatists looks pretty sweet though. Excited for the Jedi and Clone career paths.",,Anonymous,,,
62637494,62642100,2018-10-23 22:07:05,">>62642009
>How do you have a war council when thd entire resistance is 12 people

It's very inclusive.",,Anonymous,,,
62637494,62642111,2018-10-23 22:07:38,">>62642100
Even the droids are included.",,Anonymous,,,
62637494,62642114,2018-10-23 22:07:48,">>62641875
>60% to 70%
>Jedi Academy Trilogy
>Callista Trilogy
>The Crystal Star
>NJO
>Swarm Wars
>LotF
>60% to 70%
Am I missing anything?",,Anonymous,,,
62637494,62642129,2018-10-23 22:08:52,">>62642111
After two movies of being props who occasionally talk.
Chewie is still just Rey's chauffeur tho.",,Anonymous,,,
62637494,62642139,2018-10-23 22:09:31,">>62642095
I'm hoping for some Judicial Forces lore, since they've never had much, but I'm not holding my breath since the supplement is more focused on the Clone Wars, and the Judicial Forces were largely rolled into the Republic Navy.",,Anonymous,,,
62637494,62642152,2018-10-23 22:10:20,">>62642095
Im hoping for Ventress Stats",,Anonymous,,,
62637494,62642160,2018-10-23 22:10:48,">>62642100
>Resistance against sith led space facism has gone from an army of at least billions to 12 people
>C3P0 is still alive
FUCKING
WHY",,Anonymous,,,
62637494,62642180,2018-10-23 22:11:45,">>62642114
NJO and LoTF are each entirely too fucking many books, so yeah I could see 70%",,Anonymous,,,
62637494,62642195,2018-10-23 22:12:35,">>62642180
Of the entire EU, spanning comics and games as well as books?",,Anonymous,,,
62637494,62642210,2018-10-23 22:13:46,">>62641667
Reminder.",,Anonymous,1539728903425.jpg,jts43VhRMTnrv/zLpTlVFQ==,
62637494,62642213,2018-10-23 22:13:59,">>62642160
C3PO will end up the hero that saves the day  while teaming up with Old Senator-in-Exile Jar-Jar Binks",,Anonymous,,,
62637494,62642237,2018-10-23 22:15:43,">>62642139
Anything on non clone military force would be pretty sweet.",,Anonymous,,,
62637494,62642243,2018-10-23 22:16:02,">>62642213
Jar Jar was buds with Sheev, he probably got killed by nu-republic fags",,Anonymous,,,
62637494,62642251,2018-10-23 22:16:25,">>62642114
>Elements of FotJ
>Elements of the Legacy comics
>Revan novel
>Jedi vs Sith
>Second half of the Republic Commando series
>The Force Unleashed series (except Kota and Juno)
>Crimson Empire series (one of those ""good idea, bad application"" parts)
>Jedi Prince (it's delightfully campy and great for memes, but it's objectively bad)
>Black Fleet Crisis",,Anonymous,,,
62637494,62642258,2018-10-23 22:16:59,">>62642095
>Rise of the Seperatists looks pretty sweet though. Excited for the Jedi and Clone career paths.

Oh, no question about it. They established the game(s) by focusing on what had the strongest/broadest appeal; now that the system is established, they can move into material that will please segments of their player base. I wish them all success, and hope this leads to even more expanded material that people want, like Old Republic and ST stuff. The best part is that this book should be useful as a source for OT games, so I plan on getting it.",,Anonymous,,,
62637494,62642274,2018-10-23 22:18:04,">>62642237
Yeah, I would settle for that, too. I'd like to get some information on the GAR units that weren't led by Jedi, and instead commanded by Judicial Forces or nationalized sector defense force officers.",,Anonymous,,,
62637494,62642280,2018-10-23 22:18:23,">>62642210
But Dark Empire is unironically good.",,Anonymous,,,
62637494,62642291,2018-10-23 22:19:02,">>62642251
>Elements of the Legacy comics
Which elements?
>Jedi vs Sith
>The Force Unleashed
Fuck you too friendo.
>>62642258
>implying people want ST stuff
>implying the ST has a world to expand on",,Anonymous,,,
62637494,62642305,2018-10-23 22:19:40,">>62642258
>expanded material that people want
>ST stuff
Does anybody care about the ST lore? It's just a barely thought out retread of the GCW with less heart and character to it.",,Anonymous,,,
62637494,62642324,2018-10-23 22:20:51,">>62641178
I don't even need EUfaggotry to save the ST, we can save it using purely canon material.
>galaxy is doomed by first order nonsense and resistance/nr blundering
>Rey uncovers knowledge of the ""World Between Worlds"" in the jedi tomes from acht-o
>goes on a journey to find the entrance to this nexus, followed closely by autism stalker kylo
>finn, rose, and poe have been entirely forgotten by both the filmmakers and audience
>dumbass selfish Rey thinks she can use the WBW to find her real parents while Kylo just wants to fuck her
>in the World Between Worlds, the force ghost of Han Solo shows up, revealing the knowledge that the very existence of Rey has ruptured the space-time continuum of Star Wars, resulting in an alternate 1985 where Biff married your mom and Doc Brown was committed to an insane asylum
>in order to restore Star Wars to the way things were meant to be (galaxy at peace with freedom restored by the New Republic and no empire or first order or any of that gay shit), Rey needs to be cast into the oblivion of nonexistence, but this can only be done by herself, voluntarily
>Kylo's incel rage flies up and he attacks the Force Ghost of his dad like a complete retard, and Force Ghost Jake Skywalker comes in to finish the job he started years before
>Rey realizes that her mary sue naivete has destroyed the franchise, and therefore voluntarily auto-infinity gloves herself ""Chewie, I don't feel so good...""
>a wave of space-time energy bursts through the universe, righting all the wrongs wrought by JJ Abrams and bringing the rains down on Africa
>film cuts to Luke waking up in his bed in the jedi temple on Yavin IV
>""I just had the most horrible dream""
>Mara Jade rolls over next to him and tells him to go back to sleep
well maybe there's a bit of EU in there, but the sequel trilogy would unironically be improved by using the horrible cliched ""it was all just a dream"" copout, which shows just how fucking bad it is",,Anonymous,STAR WARS EPISODE 9.jpg,MwyHfobM4ykavgnMdsXqMg==,
62637494,62642344,2018-10-23 22:22:09,">>62642324
It all ends with Yub Nub.",,Anonymous,,,
62637494,62642351,2018-10-23 22:22:27,">>62642274
I have to imagine there were conscript armies.",,Anonymous,,,
62637494,62642380,2018-10-23 22:24:30,">>62642305
I do. If you unironically use shill I will be disapointed with you anon",,Anonymous,,,
62637494,62642387,2018-10-23 22:24:55,">>62642291
>>Elements of the Legacy comics
>Which elements?
Everything to do with Cade ""Dark Side is Super Saiyan"" Skywalker and Darth ""Somehow Boring Edgelord"" Krayt, as well as the shit-tier ship designs (aside from the Pellaeon-class), basically. The Fel Empire and Galactic Alliance Remnant were neat, though.

Also, a Sith resurgence goes against the Prophecy of the Chosen One. which bothers me. You could argue the One Sith were basically unsanctioned wannabes based on Krayt's interaction with the Sith holocrons, but they still fit the role.

>Jedi vs Sith
>The Force Unleashed
Fuck you too friendo.
It's cool if you like them, but I personally can't stand either. Call me a faggot, but I think Path of Destruction handled the former better, even if Karpyshyn's writing feels like fan fiction at times.",,Anonymous,,,
62637494,62642415,2018-10-23 22:26:56,">>62642351
My understanding was that the clone army handled most offensive operations, and sector militias were coordinated to handle defensive operations, with maybe a token GAR garrison on major worlds.

I would love to see info on sector defense forces. They're so ignored by the lore, even though they're implied to be a major part of the background.",,Anonymous,,,
62637494,62642418,2018-10-23 22:27:29,">>62642387
And what elements of FotJ did you dislike?",,Anonymous,,,
62637494,62642441,2018-10-23 22:29:06,">>62642160
Just to suffer",,Anonymous,,,
62637494,62642465,2018-10-23 22:30:27,">>62642195
A significant portion of those comics are the Clone Wars series, which was approximately 90% garage, and a solid chunk of the good stuff was short-run stuff, so yeah",,Anonymous,,,
62637494,62642472,2018-10-23 22:30:49,">>62642351
It'd make sense for at least some Jedi to object to using mass produced slaves.",,Anonymous,,,
62637494,62642544,2018-10-23 22:35:17,">>62641178
KOTOR: The Anime, outsourced to David Production. Alternately, X-Wing vs. TIE Fighter animated series starring the /swg/ dream cast but with traditional 2D art instead of Rebels' and Resistance's 3D, dogfights done by the Macross Plus animators, and Kenny Loggins on the soundtrack.",,Anonymous,joestar wars part 4 ur-diamond is unbreakable.png,qI+cJQPbN5HhayZChcLslg==,
62637494,62642550,2018-10-23 22:35:33,">>62642418
I found FotJ mostly just kinda boring. The Luke/Ben bonding aspect was the only part I found entertaining, and I even liked Vestara Khai, though I feel she should've been a member of a Dark Jedi cult instead of a direct descendant of the Golden Age Sith, for the same reason I gave with the One Sith. I also felt she was sort-of wasted at the end of the story. Their whole subplot should've just been its own little trilogy.

Abeloth was silly; not terrible exactly, I just felt she was out of place (although retconning her into the Mother made her a bit more interesting).

FotJ also continued the trend of ""only the Skywalkers and Solos are important, no one else!"" and continues to shove a lot of formerly-major EU characters to the background, like the Horn and Antilles families.

The sub-plot of Jag stepping down from head of the Empire was also completely unnecessary. It was absolutely forced and handwaved as to why he became leader in the first place at the end of LotF, but it was clearly done to set up the Fel Empire in the Legacy comics. Having Jag fight a whole civil war with Daala over leadership of the Remnant, only for him to win and abdicate, despite the fact that all the readers know he's just going to come back some time later and form the Fel Dynasty, was needlessly contrived.",,Anonymous,,,
62637494,62642801,2018-10-23 22:50:57,">>62642291
>implying people want ST stuff
>implying the ST has a world to expand on
>>62642305
>Does anybody care about the ST lore? It's just a barely thought out retread of the GCW with less heart and character to it.

Based on all of the tiresome argueing on here, there is an audience for it. I personally find the ST deeply disappointing and sometimes distasteful; but I'm happy for anyone who gets enjoyment from it, and hope they get the product support they want.

My friends who hated Rogue One and dismiss Rebels don't begrudge me the Dawn of Rebellion sourcebook, and won't have a problem with us finding stuff in that book to use in our games. Maybe alternate post-RoJ gamers could adopt ST material if such a book gets made?",,Anonymous,,,
